,Edits,Name,date,url,category
2,595,George W. Bush,2004-09,https://en.wikipedia.org/wiki/George%20W.%20Bush,"['George W. Bush', '1946 births', 'Living people', '20th-century American businesspeople', '20th-century American Episcopalians', '20th-century American politicians', '20th-century Methodists', '21st-century American painters', '21st-century American politicians', '21st-century American non-fiction writers', '21st-century Methodists', '21st-century presidents of the United States', '20th-century American people', '21st-century American people', 'Alabama National Guard personnel', 'American biographers', 'American businesspeople in the oil industry', 'American financiers', 'American investors', 'American male painters', '20th-century American memoirists', 'American motivational speakers', 'American political writers', 'American rugby union players', 'American United Methodists', 'Aviators from Connecticut', 'Aviators from Texas', 'American people of Dutch descent', 'Bush family', 'Businesspeople from Connecticut', 'Candidates in the 1978 United States elections', 'Candidates in the 2000 United States presidential election', 'Candidates in the 2004 United States presidential election', 'Children of presidents of the United States', 'Children of vice presidents of the United States', 'Converts to Methodism from Anglicanism', 'Delta Kappa Epsilon', 'Governors of Texas', 'Grand Crosses of the Order of Vytautas the Great', 'Harvard Business School alumni', 'The Kinkaid School alumni', 'Livingston family', 'American male biographers', 'Methodists from Texas', 'National Guard (United States) officers', 'Painters from Connecticut', 'Painters from Texas', 'People associated with the September 11 attacks', 'People from Crawford, Texas', 'People from Midland, Texas', 'Phillips Academy alumni', 'Presidents of the United States', 'Ranchers from Texas', 'Recipients of the Order of the Cross of Terra Mariana, 1st Class', 'Recipients of the Order of the Star of Romania', ""Recipients of St. George's Order of Victory"", 'Republican Party (United States) presidential nominees', 'Republican Party presidents of the United States', 'Republican Party state governors of the United States', 'Rugby union players from Connecticut', 'Schuyler family', 'Skull and Bones Society', 'Sons of the American Revolution', 'Sportspeople from New Haven, Connecticut', 'Sportspeople from Texas', 'Texas National Guard personnel', 'Texas Rangers executives', 'Texas Rangers owners', 'Texas Republicans', 'Time Person of the Year', 'United States Air Force officers', 'Writers from New Haven, Connecticut', 'Writers from Texas', 'Yale University alumni', 'Children of George H. W. Bush']"
3,468,Criticism of Prem Rawat,2004-09,https://en.wikipedia.org/wiki/Criticism%20of%20Prem%20Rawat,"['Prem Rawat', '1957 births', 'Advait Mat gurus', 'Hindu revivalists', 'Indian emigrants to the United States', 'Living people', 'People from Haridwar', 'Founders of new religious movements']"
4,430,Beslan school siege,2004-09,https://en.wikipedia.org/wiki/Beslan%20school%20siege,"['Beslan school siege', '21st-century mass murder in Russia', 'Attacks on schools in Europe', 'Crimes against children', 'Fires in Russia', 'Folk saints', 'Hostage taking in Russia', 'Islamic terrorism in Europe', 'Islamic terrorism in Russia', 'Islamic terrorist incidents in 2004', 'Mass murder in 2004', 'Massacres in Russia', 'Military scandals', 'History of North Ossetia–Alania', 'Operations of the Second Chechen War', 'Russian special forces operations', 'School bombings', 'Schools in Russia', 'School massacres', 'September 2004 crimes', 'September 2004 events in Russia', 'Terrorism in Europe', 'Terrorist incidents of the Second Chechen War', 'Terrorist incidents in Russia in 2004']"
0,744,George W. Bush,2004-10,https://en.wikipedia.org/wiki/George%20W.%20Bush,"['George W. Bush', '1946 births', 'Living people', '20th-century American businesspeople', '20th-century American Episcopalians', '20th-century American politicians', '20th-century Methodists', '21st-century American painters', '21st-century American politicians', '21st-century American non-fiction writers', '21st-century Methodists', '21st-century presidents of the United States', '20th-century American people', '21st-century American people', 'Alabama National Guard personnel', 'American biographers', 'American businesspeople in the oil industry', 'American financiers', 'American investors', 'American male painters', '20th-century American memoirists', 'American motivational speakers', 'American political writers', 'American rugby union players', 'American United Methodists', 'Aviators from Connecticut', 'Aviators from Texas', 'American people of Dutch descent', 'Bush family', 'Businesspeople from Connecticut', 'Candidates in the 1978 United States elections', 'Candidates in the 2000 United States presidential election', 'Candidates in the 2004 United States presidential election', 'Children of presidents of the United States', 'Children of vice presidents of the United States', 'Converts to Methodism from Anglicanism', 'Delta Kappa Epsilon', 'Governors of Texas', 'Grand Crosses of the Order of Vytautas the Great', 'Harvard Business School alumni', 'The Kinkaid School alumni', 'Livingston family', 'American male biographers', 'Methodists from Texas', 'National Guard (United States) officers', 'Painters from Connecticut', 'Painters from Texas', 'People associated with the September 11 attacks', 'People from Crawford, Texas', 'People from Midland, Texas', 'Phillips Academy alumni', 'Presidents of the United States', 'Ranchers from Texas', 'Recipients of the Order of the Cross of Terra Mariana, 1st Class', 'Recipients of the Order of the Star of Romania', ""Recipients of St. George's Order of Victory"", 'Republican Party (United States) presidential nominees', 'Republican Party presidents of the United States', 'Republican Party state governors of the United States', 'Rugby union players from Connecticut', 'Schuyler family', 'Skull and Bones Society', 'Sons of the American Revolution', 'Sportspeople from New Haven, Connecticut', 'Sportspeople from Texas', 'Texas National Guard personnel', 'Texas Rangers executives', 'Texas Rangers owners', 'Texas Republicans', 'Time Person of the Year', 'United States Air Force officers', 'Writers from New Haven, Connecticut', 'Writers from Texas', 'Yale University alumni', 'Children of George H. W. Bush']"
1,695,Chen Duxiu,2004-10,https://en.wikipedia.org/wiki/Chen%20Duxiu,"['1879 births', '1942 deaths', 'People from Huaining County', 'Republic of China philosophers', 'Chinese Trotskyists', 'Chinese Communist Party politicians from Anhui', 'Peking University faculty', 'Zhejiang University alumni', 'Zhejiang University faculty', 'Political party founders', 'Republic of China politicians from Anhui', 'Educators from Anhui', 'Members of the 2nd Central Executive Committee of the Chinese Communist Party', 'Burials in Chongqing', 'General Secretaries and Chairmen of the Chinese Communist Party', 'Members of the 4th Central Executive Committee of the Chinese Communist Party', 'Chinese revolutionaries', 'Politicians from Anqing', 'Philosophers from Anhui', 'Chinese expatriates in Japan', 'Chinese magazine founders']"
2,544,Fan Changjiang,2004-10,https://en.wikipedia.org/wiki/Fan%20Changjiang,"['Peking University alumni', 'Suicides during the Cultural Revolution', '1909 births', '1970 suicides', 'Republic of China journalists', ""People's Republic of China journalists"", 'Chinese war correspondents', 'Writers from Neijiang', ""People's Daily people"", '1970 deaths']"
3,476,John Kerry,2004-10,https://en.wikipedia.org/wiki/John%20Kerry,"['Members of the Council on Foreign Relations', 'John Kerry', '1943 births', 'Living people', '20th-century American politicians', '20th-century American writers', '21st-century American politicians', '21st-century American writers', 'American anti–Vietnam War activists', 'American diplomats', 'United States Navy personnel of the Vietnam War', 'Biden administration personnel', 'Boston College Law School alumni', 'Catholics from Colorado', 'Catholics from Massachusetts', 'Cornell family', 'County district attorneys in Massachusetts', 'Democratic Party (United States) presidential nominees', 'Democratic Party United States senators', 'Forbes family', 'Grand Crosses 1st class of the Order of Merit of the Federal Republic of Germany', ""Grand Officiers of the Légion d'honneur"", 'Kerry family', 'Lieutenant Governors of Massachusetts', 'Massachusetts Democrats', 'Massachusetts lawyers', 'Obama administration cabinet members', 'People from Aurora, Colorado', 'People from Chilmark, Massachusetts', 'Politicians from Boston', 'Military personnel from Colorado', 'Military personnel from Massachusetts', 'Recipients of the Silver Star', 'Skull and Bones Society', ""St. Paul's School (New Hampshire) alumni"", 'United States Navy officers', 'Candidates in the 2004 United States presidential election', 'United States Secretaries of State', 'United States senators from Massachusetts', 'Vietnam War POW/MIA issues', 'Washington, D.C. Democrats', 'Winthrop family', 'Woolsey family', 'Yale University alumni', 'United States Navy reservists', 'People from Georgetown (Washington, D.C.)', 'People from Beacon Hill, Boston', 'Chairmen of the Senate Committee on Foreign Relations', 'People from Millis, Massachusetts', 'People from Waltham, Massachusetts', 'People from Groton, Massachusetts', 'Fessenden School alumni', 'United States Special Envoys', 'Psi Upsilon']"
4,375,Huang Yuanyong,2004-10,https://en.wikipedia.org/wiki/Huang%20Yuanyong,"['1885 births', '1915 deaths', 'Republic of China journalists', 'Assassinated Chinese journalists', 'Chinese people murdered abroad', 'People murdered in California', 'Qing dynasty writers', 'People from Jiujiang', 'Writers from Jiangxi', 'Deaths by firearm in California', 'Unsolved murders in the United States']"
0,1414,2004 United States presidential election controversy and irregularities,2004-11,https://en.wikipedia.org/wiki/2004%20United%20States%20presidential%20election%20controversy%20and%20irregularities,"['2004 United States election voting controversies', '2004 United States presidential election', 'Voter suppression']"
1,1292,2004 U.S. presidential election timeline,2004-11,https://en.wikipedia.org/wiki/2004%20U.S.%20presidential%20election%20timeline,"['United States presidential election timelines', '2004 United States presidential election']"
2,969,Yasser Arafat,2004-11,https://en.wikipedia.org/wiki/Yasser%20Arafat,"['Yasser Arafat', '1929 births', '2004 deaths', 'Cairo University alumni', 'Central Committee of Fatah members', 'Civil engineers', 'Collars of the Order of the White Lion', 'Fatah members', 'Fatah military commanders', 'Members of the Executive Committee of the Palestine Liberation Organization', 'Nobel Peace Prize laureates', 'Palestine Liberation Organization', 'Palestine Liberation Organization members', 'Palestinian Arab nationalists', 'Palestinian billionaires', 'Palestinian Muslims', 'Palestinian nationalists', 'Palestinian Nobel laureates', 'Palestinian people imprisoned by Syria', 'Palestinian people of Egyptian descent', 'Palestinian revolutionaries', 'Politicians from Cairo', 'People of the Israeli–Palestinian conflict', 'People of the Lebanese Civil War', 'Presidents of the Palestinian National Authority', 'Recipients of the Order of Prince Yaroslav the Wise, 1st class', 'Sri Lanka Mitra Vibhushana', 'Survivors of aviation accidents or incidents']"
3,739,George W. Bush,2004-11,https://en.wikipedia.org/wiki/George%20W.%20Bush,"['George W. Bush', '1946 births', 'Living people', '20th-century American businesspeople', '20th-century American Episcopalians', '20th-century American politicians', '20th-century Methodists', '21st-century American painters', '21st-century American politicians', '21st-century American non-fiction writers', '21st-century Methodists', '21st-century presidents of the United States', '20th-century American people', '21st-century American people', 'Alabama National Guard personnel', 'American biographers', 'American businesspeople in the oil industry', 'American financiers', 'American investors', 'American male painters', '20th-century American memoirists', 'American motivational speakers', 'American political writers', 'American rugby union players', 'American United Methodists', 'Aviators from Connecticut', 'Aviators from Texas', 'American people of Dutch descent', 'Bush family', 'Businesspeople from Connecticut', 'Candidates in the 1978 United States elections', 'Candidates in the 2000 United States presidential election', 'Candidates in the 2004 United States presidential election', 'Children of presidents of the United States', 'Children of vice presidents of the United States', 'Converts to Methodism from Anglicanism', 'Delta Kappa Epsilon', 'Governors of Texas', 'Grand Crosses of the Order of Vytautas the Great', 'Harvard Business School alumni', 'The Kinkaid School alumni', 'Livingston family', 'American male biographers', 'Methodists from Texas', 'National Guard (United States) officers', 'Painters from Connecticut', 'Painters from Texas', 'People associated with the September 11 attacks', 'People from Crawford, Texas', 'People from Midland, Texas', 'Phillips Academy alumni', 'Presidents of the United States', 'Ranchers from Texas', 'Recipients of the Order of the Cross of Terra Mariana, 1st Class', 'Recipients of the Order of the Star of Romania', ""Recipients of St. George's Order of Victory"", 'Republican Party (United States) presidential nominees', 'Republican Party presidents of the United States', 'Republican Party state governors of the United States', 'Rugby union players from Connecticut', 'Schuyler family', 'Skull and Bones Society', 'Sons of the American Revolution', 'Sportspeople from New Haven, Connecticut', 'Sportspeople from Texas', 'Texas National Guard personnel', 'Texas Rangers executives', 'Texas Rangers owners', 'Texas Republicans', 'Time Person of the Year', 'United States Air Force officers', 'Writers from New Haven, Connecticut', 'Writers from Texas', 'Yale University alumni', 'Children of George H. W. Bush']"
